18/8000,1,Servicios,Informática  y comunicaciones,Desarrollo,DESARROLLO DE APPS PARA IOS CON OBJETIVE C Y SWIFT,DESARROLLO DE APPS PARA IOS CON OBJETIVE C Y SWIFT,200,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8001,2,Servicios,Informática  y comunicaciones,Desarrollo,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,300,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8002,3,Servicios,Informática  y comunicaciones,Informática,TÉCNICO EN SOFTWARE OFIMÁTICO,TÉCNICO EN SOFTWARE OFIMÁTICO,350,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8003,4,Servicios,Informática  y comunicaciones,Sistemas y telemática,HERRAMIENTAS WEB 2.0,HERRAMIENTAS WEB 2.0,100,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8004,5,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,100,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8005,6,Servicios,Actividades fisicas y deportivas,Prevención y recuperación,SOCORRISMO EN INSTALACIONES ACUÁTICAS,SOCORRISMO EN INSTALACIONES ACUÁTICAS,290,80,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8006,7,Servicios,Sanidad,Atención sanitaria,TRANSPORTE SANITARIO,TRANSPORTE SANITARIO,400,160,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8007,8,Servicios,Servicios socioculturales y a la comunidad,Actividades culturales y recreativas,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,150,160,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8008,9,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A1,INGLÉS A1,150,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8009,10,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A1,INGLÉS A1,150,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8010,11,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A2,INGLÉS A2,150,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8011,12,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A2,INGLÉS A2,150,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8012,13,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS B1,INGLÉS B1,240,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8013,14,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS B2,INGLÉS B2,240,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8014,15,Servicios,Informática  y comunicaciones,Desarrollo,PROGRAMACIÓN ORIENTADA A OBJETOS CON JAVA,PROGRAMACIÓN ORIENTADA A OBJETOS CON JAVA,80,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8015,16,Servicios,Informática  y comunicaciones,Desarrollo,DESARROLLO DE APPS PARA IOS CON OBJETIVE C Y SWIFT,DESARROLLO DE APPS PARA IOS CON OBJETIVE C Y SWIFT,200,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8016,17,Servicios,Informática  y comunicaciones,Desarrollo,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,DESARROLLO DE VIDEOJUEGOS Y REALIDAD VIRTUAL CON UNITY 3D,300,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8017,18,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,100,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8018,19,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,COMMUNITY MANAGER. HERRAMIENTAS. ANALÁTICA E INFORMES,100,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8019,20,Servicios,Informática  y comunicaciones,Sistemas y telemática,POSICIONAMIENTO WEB Y MARKETING DIGITAL EN BUSCADORES,POSICIONAMIENTO WEB Y MARKETING DIGITAL EN BUSCADORES,100,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8020,21,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMPETENCIAS DIGITALES BÁSICAS,COMPETENCIAS DIGITALES BÁSICAS,60,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8021,22,Servicios,Informática  y comunicaciones,Sistemas y telemática,COMPETENCIAS DIGITALES AVANZADAS,COMPETENCIAS DIGITALES AVANZADAS,60,0,NO,Presencial,Desempleados,CENTRO DE FORMACION MUNICIPAL MÓSTOLES   DESARROLLO,916853090,btomas@MÓSTOLESdesarrollo.es,Calle Salzillo. 04-BIS,28932,MÓSTOLES
18/8022,23,Servicios,Actividades fisicas y deportivas,Actividades físico-deportivo recreativas,INSTRUCCIÓN EN YOGA,INSTRUCCIÓN EN YOGA,430,120,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8023,24,Servicios,Actividades fisicas y deportivas,Prevención y recuperación,SOCORRISMO EN INSTALACIONES ACUÁTICAS,SOCORRISMO EN INSTALACIONES ACUÁTICAS,290,80,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8024,25,Servicios,Imagen y sonido,Producción audiovisual,MONTAJE Y POSTPRODUCCIÓN DE AUDIOVISUALES,MONTAJE Y POSTPRODUCCIÓN DE AUDIOVISUALES,430,80,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8025,26,Servicios,Sanidad,Atención sanitaria,ATENCIÓN SANITARIA A MÚLTIPLES VÍCTIMAS Y CATÁSTROFES,ATENCIÓN SANITARIA A MÚLTIPLES VÍCTIMAS Y CATÁSTROFES,340,120,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8026,27,Servicios,Servicios socioculturales y a la comunidad,Actividades culturales y recreativas,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,DINAMIZACIÓN DE ACTIVIDADES DE TIEMPO LIBRE EDUCATIVO INFANTIL Y JUVENIL,150,160,SÍ,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8027,28,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS B1,INGLÉS B1,240,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8028,29,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS B2,INGLÉS B2,240,0,NO,Presencial,Desempleados,CENTRO DE EMPLEO  Y PROMOCION ECONOMICA TIERNO GALVÁN,916853090,rramos@empesa.es,Calle Pintor Velazquez. 68,28938,MÓSTOLES
18/8029,30,Agricultura,Agraria,Ornamentales y jardinería,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,250,80,SÍ,Presencial,Desempleados,CENTRO MUNICIPAL DE FORMACION MÓSTOLES DESARROLLO 2,0,0,Calle Moraleja de En medio. s/n  ,28938,MÓSTOLES
18/8030,31,Agricultura,Agraria,Ornamentales y jardinería,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,250,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8031,32,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE COCINA,OPERACIONES BÁSICAS DE COCINA,270,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8032,33,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE COCINA,OPERACIONES BÁSICAS DE COCINA,270,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8033,34,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE PASTELERÍA,OPERACIONES BÁSICAS DE PASTELERÍA,330,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8034,35,Agricultura,Agraria,Ornamentales y jardinería,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,ACTIVIDADES AUXILIARES EN VIVEROS. JARDINES Y Centros DE JARDINERÍA,250,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8035,36,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE COCINA,OPERACIONES BÁSICAS DE COCINA,270,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8036,37,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE COCINA,OPERACIONES BÁSICAS DE COCINA,270,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8037,38,Servicios,Hostelería y Turismo,Restauración,OPERACIONES BÁSICAS DE PASTELERÍA,OPERACIONES BÁSICAS DE PASTELERÍA,330,80,SÍ,Presencial,Desempleados,CIUDAD DEPORT. MUNICIPAL,918836531,cdmalcala@telefonica.net,Avenida Virgen del Val. 4,28804,ALCALA DE HENARES
18/8038,39,Servicios,Servicios socioculturales y a la comunidad,Asistencia social,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,370,80,SÍ,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8039,40,Servicios,Administración y gestión,Gestión de la información y la comunicación,OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES,OPERACIONES AUXILIARES DE SERVICIOS ADMINISTRATIVOS Y GENERALES,390,40,SÍ,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8040,41,Servicios,Administración y gestión,Gestión de la información y la comunicación,OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS,OPERACIONES DE GRABACIÓN Y TRATAMIENTO DE DATOS Y DOCUMENTOS,360,80,SÍ,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8041,42,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A1,INGLÉS A1,150,0,NO,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8042,43,Servicios,Servicios socioculturales y a la comunidad,Formación y educación,INGLÉS A2,INGLÉS A2,150,0,NO,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
18/8043,44,Servicios,Servicios socioculturales y a la comunidad,Asistencia social,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,ATENCIÓN SOCIOSANITARIA A PERSONAS DEPENDIENTES EN INSTITUCIONES SOCIALES,370,80,SÍ,Presencial,Desempleados,C.FORMACION Y PROMOC.EMP,916648415,imepe@ayto-ALCORCÓN.es,Calle Industrias. 73,28925,ALCORCÓN
